tanggal,Indonesia,Malaysia,Filipina,Thailand,Chile,Colombia,Brazil,Afrika_Selatan,Turki,India,Polandia,Jerman,Jepang,Argentina,Vietnam,Mexico,China,Portugal,Euro,Singapore,South_Korea,Ukraine
2025-10-07,16540.0,4.21,58.12,32.51,959.13,3875.21,5.35,17.22,41.7,88.78,3.65,1.68,151.9,1429.62,26365.0,18.39,7.12,171.98,0.86,1.29,1406.35,41.33
2025-10-08,16560.0,4.22,57.96,32.53,951.03,3891.88,5.34,17.16,41.7,88.8,3.66,1.68,152.69,1429.75,26361.0,18.34,7.12,172.41,0.86,1.3,1406.35,41.46
2025-10-09,16545.0,4.22,58.27,32.59,950.84,3885.77,5.37,17.22,41.77,88.79,3.68,1.69,153.07,1420.54,26348.0,18.39,7.13,173.36,0.86,1.3,1406.35,41.53
2025-10-10,16553.0,4.22,58.27,32.72,960.03,3923.53,5.52,17.5,41.83,88.7,3.67,1.68,151.19,1420.54,26340.0,18.59,7.14,172.55,0.86,1.3,1425.3,41.65
2025-10-13,16560.0,4.23,58.24,32.72,958.84,3923.53,5.47,17.32,41.81,88.68,3.68,1.69,152.28,1349.25,26344.0,18.47,7.13,173.28,0.86,1.3,1425.0,41.68
2025-10-14,16575.0,4.23,58.24,32.79,960.96,3924.17,5.48,17.38,41.82,88.8,3.67,1.69,151.84,1356.38,26355.0,18.5,7.14,172.73,0.86,1.3,1428.5,41.8
2025-10-15,16565.0,4.23,58.06,32.55,961.04,3894.88,5.45,17.35,41.84,88.07,3.65,1.68,151.05,1361.62,26342.0,18.46,7.13,172.13,0.86,1.3,1422.5,41.69
2025-10-16,16573.0,4.23,58.14,32.55,955.98,3844.59,5.44,17.34,41.85,87.83,3.64,1.67,150.43,1406.81,26336.0,18.44,7.12,171.54,0.86,1.29,1416.95,41.7
2025-10-17,16585.0,4.23,58.18,32.66,957.6,3831.32,5.41,17.37,41.92,87.97,3.64,1.68,150.61,1463.15,26342.0,18.37,7.13,172.02,0.86,1.3,1422.15,41.74
2025-10-20,16575.0,4.23,58.17,32.7,950.95,3884.52,5.37,17.23,41.79,87.93,3.64,1.68,150.75,1477.39,26342.0,18.39,7.12,172.21,0.86,1.29,1420.4,41.72
2025-10-21,16590.0,4.23,58.23,32.76,953.65,3892.88,5.39,17.4,41.94,87.93,3.66,1.69,151.93,1490.31,26343.0,18.44,7.12,172.84,0.86,1.3,1432.35,41.74
2025-10-22,16575.0,4.23,58.43,32.88,950.5,3909.61,5.4,17.41,41.91,87.93,3.65,1.68,151.98,1488.42,26348.0,18.43,7.13,172.67,0.86,1.3,1431.1,41.8
2025-10-23,16620.0,4.23,58.62,32.88,944.51,3882.05,5.38,17.33,41.93,87.85,3.64,1.68,152.57,1485.87,26333.0,18.4,7.12,172.56,0.86,1.3,1437.4,41.87
2025-10-24,16595.0,4.22,58.63,32.77,941.55,3852.07,5.39,17.27,41.96,87.85,3.65,1.68,152.86,1491.72,26309.0,18.45,7.12,172.42,0.86,1.3,1439.2,42.06
2025-10-27,16615.0,4.21,58.91,32.71,941.43,3848.27,5.37,17.22,41.87,88.24,3.63,1.68,152.88,1432.27,26302.0,18.4,7.11,172.16,0.86,1.3,1432.9,42.05
2025-10-28,16605.0,4.2,59.14,32.45,943.4,3897.41,5.36,17.16,41.96,88.27,3.63,1.68,152.11,1473.43,26320.0,18.43,7.1,172.07,0.86,1.29,1433.0,41.96
2025-10-29,16619.0,4.19,58.71,32.27,941.83,3873.6,5.36,17.2,41.95,88.2,3.66,1.69,152.73,1437.7,26334.0,18.48,7.1,172.81,0.86,1.3,1421.1,41.99
2025-10-30,16640.0,4.2,58.89,32.38,942.38,3862.4,5.38,17.29,41.97,88.7,3.67,1.69,154.13,1439.12,26331.0,18.53,7.11,173.36,0.86,1.3,1430.4,41.87
2025-10-31,16630.0,4.19,58.89,32.34,942.38,3854.68,5.38,17.33,42.06,88.77,3.69,1.7,153.99,1445.23,26314.0,18.55,7.12,173.77,0.87,1.3,1430.0,41.97
2025-11-03,16657.0,4.2,58.8,32.46,938.63,3854.68,5.36,17.32,42.06,88.78,3.69,1.7,154.22,1480.1,26310.0,18.48,7.12,174.03,0.87,1.3,1430.95,41.98
2025-11-04,16700.0,4.197,58.528,32.55,946.53,3857.9,5.4005,17.5117,42.0903,88.6588,3.7104,1.7033,153.67,1458.8397,26319.0,18.6926,7.1295,174.601,0.8709,1.3079,1440.4,42.05
2025-11-05,16705.0,4.1915,58.84,32.535,944.32,3834.5,5.357,17.4181,42.1016,88.6588,3.7024,1.7018,154.12,1450.5688,26322.0,18.5982,7.1268,174.447,0.8701,1.307,1441.3,42.08
2025-11-06,16694.0,4.183,58.973,32.365,943.4,3785.9,5.3521,17.3765,42.1141,88.625,3.6799,1.6938,153.06,1450.5688,26315.0,18.5806,7.1193,173.62,0.866,1.3036,1449.8,42.0025
2025-11-07,16685.0,4.1768,59.04,32.347,945.7,3783.68,5.334,17.3037,42.2132,88.665,3.6673,1.6909,153.42,1419.0828,26310.0,18.4478,7.1221,173.33,0.8646,1.3012,1461.45,41.85
2025-11-10,16654.0,4.1595,58.959,32.365,938.8,3754.4,5.301,17.1604,42.235,88.6987,3.6636,1.6923,154.15,1420.2368,26300.0,18.3873,7.1186,173.469,0.8653,1.3025,1456.45,42.0471
2025-11-11,16689.0,4.14,58.977,32.4,934.55,3736.47,5.2734,17.1596,42.2364,88.5675,3.6521,1.6886,154.16,1412.7043,26312.0,18.3193,7.1173,173.092,0.8634,1.3011,1462.25,41.92
2025-11-12,16703.0,4.134,59.185,32.507,930.1,3707.02,5.2924,17.0843,42.129,88.6413,3.6508,1.687,154.79,1408.9637,26350.0,18.2948,7.111,172.93,0.8626,1.3018,1471.05,42.0741
2025-11-13,16727.0,4.128,59.015,32.295,928.75,3745.98,5.2991,17.0426,42.2714,88.6662,3.6372,1.6812,154.56,1408.0593,26345.0,18.3163,7.0961,172.336,0.8596,1.3006,1466.0,42.0023
2025-11-14,16704.0,4.1328,59.055,32.4,927.25,3755.13,5.2974,17.0904,42.3294,88.7425,3.6379,1.683,154.55,1403.3606,26350.0,18.304,7.0993,172.518,0.8605,1.2986,1451.35,42.0014
2025-11-17,16729.0,4.1502,58.933,32.43,923.46,3755.94,5.328,17.1728,42.3205,88.6387,3.6527,1.6873,155.26,1386.8667,26353.0,18.425,7.1077,172.953,0.8627,1.3033,1460.65,42.073
2025-11-18,16745.0,4.1632,58.995,32.44,932.83,3722.17,5.3238,17.1851,42.3496,88.6113,3.6593,1.6888,155.51,1398.0645,26380.0,18.3457,7.1094,173.114,0.8635,1.3019,1462.25,42.091
2025-11-19,16703.0,4.1495,58.935,32.412,931.63,3713.67,5.3333,17.1966,42.3442,88.5875,3.6651,1.6952,157.16,1406.6396,26377.0,18.3381,7.114,173.762,0.8667,1.307,1468.3,42.1
2025-11-20,16732.0,4.1578,59.053,32.443,929.46,3763.92,5.3333,17.2419,42.3702,88.7075,3.6753,1.6966,157.47,1424.8741,26379.0,18.3853,7.1165,173.908,0.8675,1.3079,1472.15,42.21
2025-11-21,16700.0,4.1475,58.845,32.48,939.43,3807.4,5.4032,17.3783,42.4349,89.4088,3.6838,1.6988,156.41,1424.8741,26362.0,18.4788,7.1052,174.131,0.8686,1.3077,1471.55,42.25
2025-11-24,16695.0,4.1403,58.88,32.482,940.12,3801.71,5.3898,17.2964,42.4261,89.2375,3.6769,1.6976,156.89,1424.8741,26366.0,18.507,7.1031,174.014,0.868,1.3052,1476.4,42.4432
2025-11-25,16662.0,4.1345,58.92,32.31,935.5,3813.3,5.3859,17.2196,42.4495,89.2225,3.6493,1.6904,156.05,1447.1235,26371.0,18.3846,7.0846,173.274,0.8643,1.3013,1468.3,42.3075
2025-11-26,16662.0,4.1363,58.862,32.237,926.37,3729.34,5.3337,17.1405,42.4517,89.27,3.6501,1.6868,156.47,1452.7849,26374.0,18.347,7.0761,172.902,0.8624,1.2975,1468.9,42.2743
2025-11-27,16643.0,4.1315,58.787,32.237,928.94,3743.55,5.354,17.1564,42.4448,89.3062,3.6477,1.6866,156.31,1450.1563,26375.0,18.3542,7.0795,172.89,0.8624,1.2973,1462.65,42.25
2025-11-28,16660.0,4.1328,58.635,32.195,927.9,3755.34,5.3351,17.113,42.4895,89.4563,3.6529,1.6863,156.18,1450.0742,26365.0,18.2955,7.0745,172.855,0.8622,1.2967,1467.3,42.2689
2025-12-01,16659.0,4.1315,58.544,31.993,929.8,3815.61,5.3559,17.0915,42.4168,89.5587,3.6441,1.6846,155.46,1450.8796,26369.0,18.3048,7.072,172.681,0.8613,1.2965,1467.25,42.3325
2025-12-02,16623.0,4.1307,58.525,32.005,921.78,3811.0,5.3279,17.1108,42.4519,89.875,3.6408,1.6825,155.88,1455.6973,26375.0,18.2855,7.0712,172.461,0.8602,1.2966,1469.0,42.3229
2025-12-03,16622.0,4.1217,58.908,31.927,921.78,3811.0,5.3279,17.0863,42.4462,90.1913,3.6297,1.6774,155.57,1455.6973,26373.0,18.2528,7.0643,171.943,0.8576,1.2949,1465.65,42.25
2025-12-04,16650.0,4.1125,59.037,32.04,918.08,3799.05,5.312,16.9961,42.4785,89.98,3.636,1.6796,155.1,1445.8759,26370.0,18.2342,7.0719,172.17,0.8588,1.2961,1473.5,42.1763
2025-12-05,16644.0,4.1108,58.935,32.04,923.66,3842.61,5.4506,16.9338,42.523,89.9938,3.6316,1.6799,155.33,1433.8501,26363.0,18.1713,7.0711,172.203,0.8589,1.296,1472.05,42.0085
2025-12-08,16690.0,4.113,58.935,31.85,923.66,3842.61,5.4323,17.042,42.5719,90.0912,3.6416,1.6806,155.92,1433.8501,26360.0,18.2644,7.072,172.274,0.8593,1.2975,1469.4,42.1473
2025-12-09,16665.0,4.114,59.198,31.815,925.63,3864.73,5.4399,17.0542,42.5995,89.8862,3.6358,1.6822,156.88,1438.1895,26370.0,18.1993,7.0636,172.438,0.8601,1.2976,1469.7,42.25
2025-12-10,16685.0,4.1178,59.225,31.815,923.06,3839.77,5.4718,0.0,42.6083,89.9775,3.6121,0.0,156.02,1437.7336,26357.0,18.1669,7.068,171.419,0.855,0.0,1471.0,42.3919
2025-12-11,16675.0,4.1077,59.0,31.755,923.06,3839.77,5.4718,0.0,42.6155,90.365,3.6132,0.0,155.85,1437.7336,26332.0,18.194,7.0578,171.317,0.8545,0.0,1472.65,42.3262
2025-12-12,16640.0,4.097,59.087,31.59,907.69,3800.46,5.4181,16.8854,42.695,90.42,3.5978,1.6659,155.81,1440.6899,26307.0,18.0119,7.055,170.768,0.8518,1.2918,1477.8,42.2009
2025-12-15,16668.0,4.0925,59.075,31.43,915.38,3830.05,5.4191,16.7962,42.6982,90.7337,3.591,1.6641,155.23,1438.2877,26316.0,17.9867,7.048,170.579,0.8508,1.2895,1468.05,42.1039
2025-12-16,16692.0,4.088,58.746,31.517,915.38,3830.05,5.4191,16.7997,42.7143,91.0225,3.5937,1.6643,154.85,1438.2877,26340.0,17.9675,7.042,170.598,0.8509,1.2901,1475.35,42.2012
2025-12-17,16688.0,4.0885,58.73,31.5,917.93,3864.8,5.5145,16.7741,42.7188,90.3775,3.5905,1.6659,155.69,1450.2145,26334.0,18.0086,7.044,170.759,0.8517,1.2911,1474.6,42.3954
2025-12-18,16716.0,4.0863,58.555,31.467,910.53,3859.92,5.5223,16.7339,42.7365,90.2513,3.5859,1.6685,155.55,1450.7676,26326.0,17.9971,7.0413,171.025,0.8531,1.2898,1474.4,42.2275
2025-12-19,16745.0,4.076,58.732,31.463,910.32,3823.85,5.5434,16.7764,42.8064,89.6525,3.5912,1.6702,157.75,1449.4379,26315.0,18.0395,7.041,171.204,0.854,1.293,1478.05,42.1982
2025-12-22,16776.0,4.0782,58.717,31.18,909.25,3783.35,5.5915,16.7106,42.7821,89.6537,3.5849,1.6629,157.05,1451.115,26334.0,17.9835,7.037,170.455,0.8502,1.2888,1480.7,42.0273
2025-12-23,16780.0,4.0642,58.845,31.12,907.47,3760.55,5.5285,16.6841,42.8371,89.6625,3.5791,1.6582,156.23,1450.2694,26331.0,17.9001,7.0296,169.975,0.8478,1.2853,1481.15,41.8051
2025-12-24,16762.0,4.0465,58.845,31.022,904.35,3736.1,5.5402,16.6653,42.8471,89.78,3.5844,1.6604,155.93,1450.2004,26320.0,17.9432,7.0157,170.204,0.849,1.2834,1446.9,42.0452
2025-12-25,16762.0,4.0465,58.845,31.092,904.35,3736.1,5.5402,16.6607,42.8937,89.78,3.5784,1.6597,155.83,1450.2004,26282.0,17.9371,7.0057,170.131,0.8486,1.2837,1446.9,41.9865
2025-12-26,16762.0,4.0485,58.765,31.068,907.66,3697.0,5.5435,16.6614,42.8678,89.8525,3.5797,1.6614,156.57,1451.9919,26292.0,17.9115,7.0054,170.303,0.8495,1.2842,1442.3,42.1317
2025-12-29,16788.0,4.0602,58.822,31.448,915.43,3748.3,5.5728,16.6778,42.9369,89.9812,3.5905,1.6613,156.06,1456.9163,26285.0,17.9794,7.006,170.293,0.8494,1.2857,1434.0,42.25
2025-12-30,16769.0,4.0485,58.822,31.505,899.31,3777.62,5.4749,16.5929,42.9424,89.7888,3.5941,1.6648,156.41,1453.2429,26270.0,17.9952,6.9958,170.65,0.8512,1.2846,1439.75,42.335
2025-12-31,16690.0,4.0603,58.822,31.505,900.58,3777.62,5.4749,16.5611,42.984,89.8763,3.589,1.6651,156.71,1451.6226,26298.0,18.008,6.988,170.685,0.8514,1.2854,1439.75,42.177
2026-01-01,16690.0,4.0603,58.822,31.505,900.58,3777.62,5.4749,16.5949,42.984,89.9662,3.5982,1.6651,156.75,1451.6226,26274.0,17.9986,6.988,170.682,0.8514,1.285,1439.75,42.15
2026-01-02,16725.0,4.054,58.862,31.505,906.63,3775.23,5.4247,16.4952,43.0344,90.1962,3.5918,1.669,156.84,1474.6743,26288.0,17.9038,6.988,171.077,0.8533,1.286,1444.7,42.2909
2026-01-05,16740.0,4.072,59.112,31.325,903.97,3737.27,5.4078,16.3708,43.0408,90.285,3.5938,1.6685,156.38,1469.4564,26271.0,17.9191,6.9886,171.032,0.8531,1.2827,1445.14,42.4145
2026-01-06,16750.0,4.0472,59.2,31.245,893.8,3715.0,5.3756,16.3556,43.0351,90.1763,3.6009,1.6733,156.65,1467.0613,26276.0,17.995,6.9839,171.52,0.8555,1.2805,1447.45,42.546
2026-01-07,16775.0,4.0582,59.365,31.28,895.8,3743.6,5.3887,16.4532,43.0469,89.8862,3.6046,1.6753,156.76,1460.745,26274.0,17.9793,6.9916,171.726,0.8566,1.2823,1448.25,42.875
2026-01-08,16793.0,4.0623,59.185,31.517,897.43,3710.19,5.3861,16.5294,43.0487,90.0275,3.6119,1.6774,156.87,1463.2693,26270.0,17.9731,6.9845,171.945,0.8577,1.2847,1452.55,43.09
2026-01-09,16805.0,4.0725,59.259,31.425,894.04,3715.39,5.366,16.4926,43.0771,90.165,3.6202,1.6807,157.89,1464.7065,26266.0,17.9771,6.9783,172.279,0.8593,1.2874,1459.11,43.135
2026-01-12,16833.0,4.0635,59.263,31.235,884.63,3715.39,5.3747,16.3902,43.1133,90.165,3.6091,1.6764,158.14,1466.9475,26272.0,17.9291,6.9731,171.839,0.8571,1.2858,1467.8,43.29
2026-01-13,16865.0,4.0575,59.345,31.47,886.24,3629.02,5.3737,16.4022,43.1585,90.1875,3.6187,1.6799,159.14,1457.6226,26281.0,17.8305,6.9777,172.201,0.8589,1.2887,1475.98,43.1237
2026-01-14,16860.0,4.049,59.445,31.43,882.4,3682.48,5.3928,16.4058,43.1875,90.3,3.6163,1.6797,158.46,1453.4263,26277.0,17.7911,6.9729,172.177,0.8588,1.2879,1464.7,43.3862
2026-01-15,16885.0,4.056,59.47,31.392,883.04,3689.5,5.3707,16.3349,43.2271,90.3,3.6281,1.6848,158.63,1442.3481,26270.0,17.6563,6.9671,172.703,0.8614,1.2882,1468.9,43.541
2026-01-16,16885.0,4.0575,59.354,31.403,886.42,3696.82,5.3713,16.4049,43.2796,90.8675,3.6376,1.6863,158.12,1429.5831,26272.0,17.628,6.9703,172.858,0.8622,1.2889,1474.85,43.34
2026-01-19,16942.0,4.0547,59.453,31.255,888.97,3655.63,5.3657,16.3829,43.2746,90.9163,3.6277,1.6795,158.11,1435.0022,26265.0,17.5726,6.9641,172.154,0.8587,1.285,1473.2,43.3044
2026-01-20,16950.0,4.0553,59.46,31.075,885.5,3671.93,5.3759,16.4248,43.2867,90.9775,3.6023,1.6681,158.15,1434.2819,26265.0,17.5987,6.9608,170.99,0.8529,1.284,1477.55,43.2524
2026-01-21,16935.0,4.048,59.276,31.085,874.53,3671.05,5.3166,16.261,43.3009,91.7012,3.606,1.6739,158.3,1430.4994,26265.0,17.4825,6.9648,171.579,0.8558,1.2846,1465.85,43.02
2026-01-22,16885.0,4.038,59.165,31.39,869.66,3603.5,5.2879,16.1326,43.2885,91.625,3.5719,1.6638,158.41,1428.6587,26271.0,17.4699,6.9696,170.549,0.8507,1.281,1465.15,43.15
2026-01-23,16822.0,4.0068,59.085,31.195,866.45,3645.04,5.2857,16.1274,43.3751,91.96,3.5583,1.6536,155.7,1433.9641,26243.0,17.3627,6.9632,169.503,0.8455,1.2727,1464.0,43.1376
2026-01-26,16780.0,3.965,58.973,31.077,864.75,3682.05,5.2831,16.049,43.3942,91.96,3.5421,1.6463,154.18,1437.7075,26194.0,17.3629,6.9542,168.754,0.8417,1.2696,1441.95,43.0015
2026-01-27,16766.0,3.9535,59.086,31.048,859.55,3635.54,5.1852,15.8626,43.4077,91.7238,3.4874,1.6244,152.21,1442.4822,26139.0,17.1271,6.9546,166.506,0.8305,1.2613,1438.15,42.8853
2026-01-28,16706.0,3.92,58.75,31.052,865.35,3673.62,5.1974,15.7732,43.4171,91.79,3.5168,1.6361,153.41,1443.8245,26076.0,17.1892,6.9484,167.708,0.8365,1.2629,1435.77,42.835
2026-01-29,16750.0,3.9293,58.95,31.16,859.13,3640.7,5.1897,15.7379,43.4099,91.9563,3.5127,1.6338,153.11,1443.976,26020.0,17.2228,6.9524,167.474,0.8354,1.2646,1434.45,42.7525
2026-01-30,16785.0,3.9453,58.88,31.475,873.7,3696.89,5.2634,16.1469,43.5004,91.99,3.5564,1.6503,154.78,1446.6652,25949.0,17.4606,6.9569,169.168,0.8438,1.2703,1441.05,42.8762
2026-02-02,16790.0,3.9453,58.9,31.568,865.03,3616.2,5.2567,16.0879,43.4575,91.5163,3.581,1.6588,155.63,1451.5712,26016.0,17.3984,6.9453,170.03,0.8481,1.2722,1451.85,43.1
2026-02-03,16760.0,3.9318,58.899,31.535,859.63,3647.39,5.2385,15.9556,43.4871,90.2725,3.5737,1.6549,155.75,1445.5488,26002.0,17.2268,6.9385,169.63,0.8461,1.2699,1447.45,43.2451
2026-02-04,16775.0,3.9323,58.972,31.64,861.43,3650.54,5.246,16.0739,43.5204,90.4337,3.5741,1.6565,156.86,1447.3625,25984.0,17.3338,6.9439,169.799,0.847,1.2726,1459.3,43.1239
2026-02-05,16830.0,3.9478,58.713,31.802,866.99,3710.33,5.2716,16.3092,43.5417,90.3538,3.5894,1.6607,157.04,1443.0402,25965.0,17.5073,6.9384,170.227,0.8491,1.2754,1463.6,43.1418
2026-02-06,16866.0,3.9475,58.586,31.647,856.08,3660.5,5.2191,16.0311,43.5993,90.6625,3.5702,1.6553,157.22,1431.925,25966.0,17.263,6.9358,169.678,0.8464,1.2713,1463.65,42.9
2026-02-09,16803.0,3.9348,58.47,31.23,852.15,3657.24,5.1924,15.8986,43.5902,90.765,3.5316,1.6416,155.88,1420.8669,25914.0,17.1958,6.9209,168.274,0.8393,1.2657,1458.3,43.0267
2026-02-10,16800.0,3.924,58.531,31.155,857.3,3669.66,5.1972,15.9511,43.625,90.58,3.5478,1.6442,154.39,1404.001,25889.0,17.1944,6.9127,168.542,0.8407,1.2647,1457.65,43.0972
2026-02-11,16783.0,3.9158,58.302,31.077,854.45,3664.74,5.1843,15.8695,43.6413,90.705,3.5504,1.6475,153.26,1404.4269,26000.0,17.1814,6.9121,168.876,0.8424,1.2621,1447.0,43.0398
2026-02-12,16818.0,3.9025,58.114,30.932,857.72,3664.27,5.2125,15.9611,43.646,90.6,3.5481,1.6476,152.74,1396.6538,25965.0,17.226,6.9017,168.887,0.8424,1.2626,1439.1,43.0852
2026-02-13,16839.0,3.9078,58.023,31.075,857.72,3664.27,5.2125,16.0398,43.7409,90.64,3.5533,1.649,153.51,1396.6538,25975.0,17.2216,6.9084,169.035,0.8431,1.2637,1445.3,43.11
2026-02-16,16839.0,3.9,57.99,31.092,863.62,3667.13,5.2229,15.9795,43.7102,90.6537,3.556,1.6503,153.47,1399.3147,25969.0,17.1683,6.9049,169.168,0.8438,1.2626,1444.1,43.1988
2026-02-17,16839.0,3.9,57.99,31.23,865.92,3650.77,5.2229,16.0204,43.7274,90.685,3.557,1.6497,153.31,1399.3147,25970.0,17.1283,6.9049,169.107,0.8435,1.2631,1444.1,43.2675
2026-02-18,16884.0,3.9,57.865,31.3,863.33,3682.97,5.2361,16.0644,43.761,90.6788,3.5773,1.6599,154.81,1396.6812,25969.0,17.2076,6.9049,170.146,0.8487,1.267,1444.1,43.2445
2026-02-19,16880.0,3.909,57.998,31.173,865.58,3697.12,5.215,16.1441,43.7708,90.6788,3.5855,1.6612,155.01,1390.9873,25965.0,17.2523,6.9049,170.283,0.8494,1.2683,1450.25,43.25
2026-02-20,16873.0,3.903,58.147,31.193,866.25,3708.79,5.1754,16.0388,43.8329,90.9863,3.5814,1.6597,155.05,1375.9794,25969.0,17.1331,6.9049,170.13,0.8486,1.2673,1446.7,43.2649
2026-02-23,16794.0,3.89,57.58,31.017,866.15,3685.54,5.1654,16.02,43.8352,90.8825,3.5806,1.6596,154.65,1369.25,26068.0,17.2689,6.9049,170.112,0.8485,1.2663,1443.11,43.2954
2026-02-24,16823.0,3.8948,57.757,31.013,860.95,3704.35,5.1531,15.9773,43.8586,90.9538,3.5813,1.6614,155.87,1379.6949,26188.0,17.1769,6.8823,170.298,0.8494,1.2671,1440.55,43.2137
2026-02-25,16785.0,3.8915,57.511,31.083,856.72,3687.38,5.1249,15.849,43.8612,90.9563,3.5704,1.6561,156.37,1397.2522,26108.0,17.1651,6.8612,169.754,0.8467,1.2637,1427.05,43.2516
2026-02-26,16755.0,3.889,57.626,31.037,865.77,3764.2,5.1379,15.936,43.8843,90.9162,3.5791,1.6579,156.13,1408.7417,26073.0,17.1951,6.8475,169.94,0.8477,1.264,1433.45,43.1512
2026-02-27,16771.0,3.8925,57.66,31.08,872.73,3751.64,5.1252,15.9364,43.9583,90.9775,3.575,1.6557,156.05,1397.8818,26058.0,17.2268,6.8624,169.721,0.8466,1.2651,1440.2,43.15
2026-03-02,16861.0,3.9282,58.175,31.417,872.73,3751.64,5.1252,16.0716,43.9583,91.43,3.6028,1.6661,156.89,1397.8818,26188.0,17.2805,6.881,170.789,0.8519,1.2709,1440.2,43.24
